source,market_id,player_name,match_name,match_key,match_start_time,status,label,would_have_worked,n_pre_snapshots,pre_span_minutes,best_wave_pp,entry_time,entry_lead_minutes,entry_prob,peak_prob,peak_time,peak_lead_minutes,move_at_start_pp,max_dip_after_entry_pp,entry_spread,entry_volume,entry_velocity5_pp,entry_band,max_prematch_watch_score,n_prematch_score_rows,alerted_prematch,first_prematch_alert_type,first_prematch_alert_at,alerted_any
polymarket,0x67ac688646f35e2122bd48efce74fcff1c436bddca5fd6f870c0a322c9a9485b,Branko Djuric,ITF Kursumlijska Banja: Branko Djuric vs Boris Butulija,boris butulija|branko djuric,2026-06-25T08:00:00,completed,wave_5pp,1,8,447.0,45.0,2026-06-24T22:38:18.778899,561.7,0.48,0.93,2026-06-25T01:51:11.749907,368.8,44.5,0.0,0.94,,,30-60%,33.0,7,0,,,0
polymarket,0xdd74ca99fcbf28c300de98d462a427a342a9d8e062999b8de0155557bbdf5b70,Jan Kupcic,ITF Slovenska Bistrica: Jan Kupcic vs Michelangelo Zvech Flaborea,jan kupcic|michelangelo zvech flaborea,2026-06-24T09:00:00,completed,wave_5pp,1,16,939.2,44.5,2026-06-23T18:21:27.226724,878.5,0.5,0.945,2026-06-24T08:02:22.727525,57.6,44.5,0.0,0.98,,,30-60%,34.0,14,0,,,0
polymarket,0xf58071681f94636cb38b52c51a219073607716c688bf93846b018ab32d5dbd95,Sebastian Sorger,ITF Zagreb: Sebastian Sorger vs Matic Dimic,matic dimic|sebastian sorger,2026-06-25T08:00:00,completed,wave_5pp,1,14,736.1,44.5,2026-06-24T17:49:13.762730,850.8,0.5,0.945,2026-06-25T06:05:21.335081,114.6,44.5,0.0,0.96,,,30-60%,38.0,14,0,,,0
polymarket,0x66d60c582826d44c44a3424df4ca4614463ba75c1b6bee8a9ca9855925fa3bec,Dong Ju Kim,ITF Wuning: Dong Ju Kim vs Ryo Minakata,dong ju kim|ryo minakata,2026-06-24T04:00:00,completed,wave_5pp,1,5,132.9,44.0,2026-06-23T22:06:45.196736,353.2,0.5,0.94,2026-06-23T23:18:11.010958,281.8,44.0,0.0,0.98,,,30-60%,19.0,1,0,,,0
polymarket,0x1f77bf0bbd80e1857aaeb2af67032c1affc8d6253566d16cf99b3a4d4651c2d4,Alejandro Turriziani Alvarez,ITF Tanger: Alejandro Turriziani Alvarez vs Dillon Beckles,alejandro turriziani alvarez|dillon beckles,2026-06-24T08:30:00,completed,wave_5pp,1,16,939.2,43.5,2026-06-23T23:18:11.010958,551.8,0.495,0.93,2026-06-24T08:02:22.727525,27.6,43.5,0.0,0.95,,-1.0,30-60%,36.0,14,0,,,0
polymarket,0x80209245f7a256155ab69450df4ad388be4c517d63ee45fdfd03d9ebfe3f8e52,Dorian Tremblay,ITF Zagreb: Dorian Tremblay vs Javier Barranco Cosano,dorian tremblay|javier barranco cosano,2026-06-25T08:00:00,completed,wave_5pp,1,24,1526.5,43.5,2026-06-24T04:38:50.462865,1641.2,0.1,0.535,2026-06-24T08:02:22.727525,1437.6,-0.5,0.0,0.02,,,2-12%,48.0,24,1,PRE_SPIKE_CANDIDATE,2026-06-24T19:20:29.358899,1
polymarket,0x8fb299f0091bbcfde4184cf27a94a28532facdca3d8d11fa7db2f7d6e35633cc,Ayla Aksu,ITF Palma Del Rio: Ayla Aksu vs Esther Lopez Alcaraz,ayla aksu|esther lopez alcaraz,2026-06-24T08:00:00,completed,wave_5pp,1,7,397.8,43.5,2026-06-23T22:06:45.196736,593.2,0.5,0.935,2026-06-24T00:14:06.919102,465.9,42.5,0.0,1.0,,,30-60%,24.0,5,0,,,0
polymarket,0xeddd6820e2258a4cd83561bf0a28f9e62da81bfe15f0221585e93558ac254bb2,Marvin Moeller,ITF Brussels: Marvin Moeller vs David Tixhon,david tixhon|marvin moeller,2026-06-25T07:00:00,completed,wave_5pp,1,8,447.0,43.5,2026-06-25T01:51:11.749907,308.8,0.495,0.93,2026-06-25T06:00:57.237877,59.0,43.5,0.0,0.98,,,30-60%,43.0,5,0,,,0
polymarket,0xc95383ddaafdce0cac52062181bab672e3d8e8a930759f26199919c62ee61a48,Aidan Kim,ITF Claremont: Aidan Kim vs Brayden Tallakson,aidan kim|brayden tallakson,2026-06-25T22:00:00,completed,wave_5pp,1,19,1083.7,43.0,2026-06-24T04:38:50.462865,2481.2,0.5,0.93,2026-06-24T08:02:22.727525,2277.6,-0.5,0.0,0.96,,,30-60%,54.0,18,0,,,0
polymarket,0x05961c5ab1eb77dcb6fd7b6c6dc65b162556daf798c1fc208581b6ec0a710296,Kirill Kivattsev,ITF Zagreb: Kirill Kivattsev vs Pavlos Tsitsipas,kirill kivattsev|pavlos tsitsipas,2026-06-24T08:00:00,completed,wave_5pp,1,14,735.5,42.5,2026-06-23T22:01:39.006214,598.3,0.48,0.905,2026-06-24T04:38:50.462865,201.2,42.5,0.0,0.92,,-2.0,30-60%,34.0,11,0,,,0
polymarket,0x33bfd0b187e1a68d76ab844ab77ad649f2058c4cdda7fc3d935d1160bf7772b1,Oleksii Krutykh,ITF Kamen: Oleksii Krutykh vs Markus Malaszszak,markus malaszszak|oleksii krutykh,2026-06-25T08:00:00,completed,wave_5pp,1,8,447.0,42.5,2026-06-24T22:38:18.778899,561.7,0.49,0.915,2026-06-25T06:00:57.237877,119.0,42.5,0.0,0.96,,,30-60%,46.0,6,0,,,0
polymarket,0xd92e65f7035d3ced58bbafe19d4d350ab79c93f0bed5fd2d09a7cb73a386951f,George Lazarov,ITF Kursumlijska Banja: George Lazarov vs Marko Knezevic,george lazarov|marko knezevic,2026-06-24T10:05:00,completed,wave_5pp,1,9,601.5,42.5,2026-06-23T22:06:45.196736,718.2,0.5,0.925,2026-06-24T08:02:22.727525,122.6,42.5,0.0,0.96,,,30-60%,41.0,7,0,,,0
polymarket,0x91c543bb77e2afb6924ffead351cc36f563af97858b92ae26b08e0aff7b29415,Kristina Kovgan,ITF Kursumlijska Banja: Kristina Kovgan vs Anja Stankovic,anja stankovic|kristina kovgan,2026-06-24T11:15:00,completed,wave_5pp,1,5,395.3,42.0,2026-06-24T04:38:50.462865,396.2,0.125,0.545,2026-06-24T11:14:08.628154,0.9,42.0,0.0,0.01,66.0,,12-30%,35.0,5,0,,,0
polymarket,0x51e5b37479a239c2b80ddb0ca76c664d551b2f44dd8cdf5bc8612688ef73305f,Giulia Alessia Monteleone,ITF Kayseri: Giulia Alessia Monteleone vs Jana Hossam Salah,giulia alessia monteleone|jana hossam salah,2026-06-24T07:00:00,completed,wave_5pp,1,18,1036.4,41.6,2026-06-23T11:28:09.727785,1171.8,0.055,0.471,2026-06-23T16:33:46.622762,866.2,0.8,0.0,0.01,,,2-12%,28.0,18,0,,,0
polymarket,0x6265bfa155194367943089070314ce5cc2909370d8c9f61dbd5fa5a997f8b180,Reda Bennani,ITF Tanger: Reda Bennani vs Yassine Smiej,reda bennani|yassine smiej,2026-06-25T10:00:00,completed,wave_5pp,1,10,665.4,41.5,2026-06-25T01:55:28.054716,484.5,0.49,0.905,2026-06-25T09:39:39.941249,20.3,41.5,0.0,0.96,,-1.0,30-60%,39.0,9,0,,,0
polymarket,0x7de37bc9a1114bf8904edd56fd57d71066af4a83b1c96530d2c615bfafe3d0c1,Florian Broska,ITF Tanger: Florian Broska vs Parth Aggarwal,florian broska|parth aggarwal,2026-06-24T08:30:00,completed,wave_5pp,1,16,939.2,41.5,2026-06-23T16:29:00.228561,961.0,0.5,0.915,2026-06-24T08:02:22.727525,27.6,41.5,0.0,1.0,,,30-60%,42.0,14,0,,,0
polymarket,0xbec72870915f1f52010e84d8d5d671ec22b2cfad5883fe3b94cfed29751684e9,Lucas Da Silva,Piracicaba: Lucas Da Silva vs Conner Huertas Del Pino,conner huertas del pino|lucas da silva,2026-06-25T14:50:00,completed,wave_5pp,1,46,3121.6,41.5,2026-06-23T13:59:15.628160,2930.7,0.265,0.68,2026-06-24T11:19:16.586288,1650.7,24.5,0.0,0.51,3.846152,,12-30%,51.0,48,0,,,0
polymarket,0xdd72471dea4c5c669b58e76e6e2698d9a46afa8f919b018bf5ad19b4c246dc9d,Vladyslav Orlov,ITF Rzeszow: Vladyslav Orlov vs Mateusz Miton,mateusz miton|vladyslav orlov,2026-06-24T08:30:00,completed,wave_5pp,1,9,601.5,41.5,2026-06-23T22:06:45.196736,623.2,0.5,0.915,2026-06-24T08:02:22.727525,27.6,41.5,0.0,0.96,,,30-60%,34.0,7,0,,,0
polymarket,0x0e51c611ba5242f69203c12f6070f885636bd87aede8ef9a292746c4312ed159,Jelena Ostapenko,Lexus Eastbourne Open: Jelena Ostapenko vs Panna Udvardy,jelena ostapenko|panna udvardy,2026-06-24T11:30:00,completed,wave_5pp,1,18,1130.3,41.0,2026-06-23T16:29:00.228561,1141.0,0.405,0.815,2026-06-23T20:30:26.419961,899.6,41.0,0.0,0.79,,,30-60%,36.0,7,0,,,0
polymarket,0x49ece2eb5c6d6354c4b9d4ef7bb80c9c29c02c3717959a89bc4a46a2355c0318,Jiaqi Wang,ITF Maanshan: Jiaqi Wang vs Wenfei Yu,jiaqi wang|wenfei yu,2026-06-24T03:00:00,completed,wave_5pp,1,5,132.9,41.0,2026-06-23T22:06:45.196736,293.2,0.5,0.91,2026-06-23T23:18:11.010958,221.8,41.0,0.0,0.98,,,30-60%,19.0,1,0,,,0
polymarket,0x5027e7b1e285cff1e3ef4a89f29d1dae9fe59b24dadd42c3c216ef69325f8d27,Lukas Pokorny,ITF Monastir: Lukas Pokorny vs Anas Bennour Dit Sahli,anas bennour dit sahli|lukas pokorny,2026-06-24T08:30:00,completed,wave_5pp,1,20,1240.1,41.0,2026-06-23T13:59:15.628160,1110.7,0.505,0.915,2026-06-24T08:02:22.727525,27.6,41.0,0.0,0.79,75.95997899999999,,30-60%,40.0,10,0,,,0
polymarket,0x6a4244b2ede01459435db68d8533219201b764e6f7486f94461d77cefed7d95e,Maria Kalyakina,ITF Maanshan: Maria Kalyakina vs Han Hyeongju,han hyeongju|maria kalyakina,2026-06-24T06:00:00,completed,wave_5pp,1,7,397.8,41.0,2026-06-23T22:06:45.196736,473.2,0.5,0.91,2026-06-23T23:18:11.010958,401.8,40.5,0.0,1.0,,,30-60%,19.0,1,0,,,0
polymarket,0x90ccccac31e20eaa61d9c8dc235ef2067382bed87ee9338c25c543afa7e5e984,Kacper Szymkowiak,ITF Rzeszow: Kacper Szymkowiak vs Adam Kaczmarek,adam kaczmarek|kacper szymkowiak,2026-06-25T09:00:00,completed,wave_5pp,1,8,447.0,41.0,2026-06-24T22:38:18.778899,621.7,0.54,0.95,2026-06-25T01:51:11.749907,428.8,40.5,0.0,0.9,,,30-60%,24.0,4,0,,,0
polymarket,0x9134b606adf49f8840d1bf59219484c4b834552fc833768937fcb22f3ecaee02,Katie Volynets,"Wimbledon, Qualification WTA: Katie Volynets vs Elizara Yaneva",elizara yaneva|katie volynets,2026-06-24T17:15:00,completed,wave_5pp,1,22,1406.9,41.0,2026-06-23T16:33:46.622762,1481.2,0.385,0.795,2026-06-24T13:29:32.325327,225.5,41.0,0.0,0.75,,,30-60%,36.0,6,0,,,0
polymarket,0x5b7659b3028357da612aa7e08bd72bfb2752cbbef12fed5f1cce6631e723aa2e,Mert Alkaya,ITF Porto: Mert Alkaya vs Ivan Dreycopp,ivan dreycopp|mert alkaya,2026-06-25T13:45:00,completed,wave_5pp,1,12,810.1,40.5,2026-06-24T22:38:18.778899,906.7,0.5,0.905,2026-06-25T09:39:39.941249,245.3,40.5,0.0,0.96,,,30-60%,40.0,9,0,,,0
polymarket,0x8fbb4cacee95f3814ec5735e9d784111192c226705c5247f33752857e9cdd796,Alana Subasic,ITF Kayseri: Alana Subasic vs Ayline Samardzic,alana subasic|ayline samardzic,2026-06-25T07:00:00,completed,wave_5pp,1,8,447.0,40.5,2026-06-24T22:38:18.778899,501.7,0.48,0.885,2026-06-24T23:47:12.719989,432.8,39.5,0.0,0.94,,,30-60%,28.0,6,0,,,0
polymarket,0xae0e9b5c64b7ec61ea08f8089e8a3d36f33d4d1fd641d77312c6dfc973939290,Jacob Brumm,ITF Claremont: Jacob Brumm vs Vignesh Gogineni,jacob brumm|vignesh gogineni,2026-06-25T22:00:00,completed,wave_5pp,1,17,993.5,40.5,2026-06-24T04:38:50.462865,2481.2,0.16,0.565,2026-06-24T08:02:22.727525,2277.6,34.0,0.0,0.02,,,12-30%,33.0,17,0,,,0
polymarket,0xd9e70d8d12263578589431565b04d21dfe068ab285ae2154d653f6827ebe6665,Irina Balus,ITF Alkmaar: Irina Balus vs Charlotte Van Zonneveld,charlotte van zonneveld|irina balus,2026-06-24T12:00:00,completed,wave_5pp,1,18,1130.3,40.5,2026-06-23T16:29:00.228561,1171.0,0.49,0.895,2026-06-24T11:14:08.628154,45.9,40.5,0.0,0.98,,,30-60%,34.0,7,0,,,0
polymarket,0xe40dd76bf788e2a0418d747dba8beb07a288a4d75b02685d2ac746c11d005e7b,Marc Majdandzic,ITF Alkmaar: Marc Majdandzic vs Lars Wagenaar,lars wagenaar|marc majdandzic,2026-06-24T13:00:00,completed,wave_5pp,1,18,1130.3,40.5,2026-06-23T16:29:00.228561,1231.0,0.5,0.905,2026-06-24T04:38:50.462865,501.2,39.5,0.0,1.0,,,30-60%,34.0,15,0,,,0
polymarket,0xff95b5f4396874b2bf4e10d406200c6b3f3e3818ef3f5d19f58cc045c4616efa,Valentina Ivanov,ITF Kamen: Valentina Ivanov vs Sina Herrmann,sina herrmann|valentina ivanov,2026-06-25T08:00:00,completed,wave_5pp,1,14,736.1,40.5,2026-06-24T17:49:13.762730,850.8,0.5,0.905,2026-06-24T19:20:25.085959,759.6,35.5,0.0,0.96,,,30-60%,37.0,6,0,,,0
polymarket,0x4fc9ce343c11b279ea567abf5be7a06ba3a6c58c43d6b3825eb6298f40b49edd,Benito Sanchez Martinez,ITF Kamen: Benito Sanchez Martinez vs Oliver Majdandzic,benito sanchez martinez|oliver majdandzic,2026-06-24T07:00:00,completed,wave_5pp,1,7,397.8,40.0,2026-06-23T22:06:45.196736,533.2,0.5,0.9,2026-06-23T23:18:11.010958,461.8,39.0,0.0,1.0,,,30-60%,27.0,2,0,,,0
polymarket,0x6f2ece1260a0ac130b86a991b1802e5805f3ddfd63c7d7cd0082454664fae6dd,Lulu Sun,"Wimbledon, Qualification WTA: Lulu Sun vs Oceane Dodin",lulu sun|oceane dodin,2026-06-24T10:05:00,completed,wave_5pp,1,16,939.2,40.0,2026-06-23T16:33:46.622762,1051.2,0.375,0.775,2026-06-23T20:30:26.419961,814.6,40.0,0.0,0.73,,,30-60%,33.0,5,0,,,0
polymarket,0x839f5360469d3abb9041ea58a73d4b0a4b1d84d4f5f8bcf06ba1f09fca9783f8,Andrea Obradovic,ITF Kursumlijska Banja: Andrea Obradovic vs Nina Tepic,andrea obradovic|nina tepic,2026-06-24T08:00:00,completed,wave_5pp,1,14,735.5,40.0,2026-06-23T16:29:00.228561,931.0,0.5,0.9,2026-06-23T20:30:26.419961,689.6,33.0,0.0,1.0,,,30-60%,25.0,7,0,,,0
polymarket,0x9bcd706c71e8e8bfa36cb36885a4ef071a1f0ed68149b17efed133528c80e732,Denis Shapovalov,Wimbledon ATP: Denis Shapovalov vs Pablo Carreno Busta,denis shapovalov|pablo carreno busta,2026-06-29T10:05:00,completed,wave_5pp,1,58,2984.4,40.0,2026-06-27T05:12:56.097182,3172.1,0.355,0.755,2026-06-27T10:24:57.478036,2860.0,35.0,0.0,0.67,2.985072,,30-60%,36.0,8,0,,,0
polymarket,0xf34c11b7b7851fdc3e0e1557dbe4f2048447132fec44e3435d6aac564c112075,Mutsumi Uemura,ITF Sapporo: Mutsumi Uemura vs Rira Kosaka,mutsumi uemura|rira kosaka,2026-06-24T01:00:00,completed,wave_5pp,1,18,972.8,40.0,2026-06-23T11:28:09.727785,811.8,0.395,0.795,2026-06-23T23:18:11.010958,101.8,40.0,0.0,0.75,31.526723,,30-60%,46.0,10,0,,,0
polymarket,0xf40b82b7d73489f6be736020ef63751a5c0467974bf7e0c4b4dd2617db966cb3,Branko Djuric,ITF Kursumlijska Banja: Branko Djuric vs Nikola Jovic,branko djuric|nikola jovic,2026-06-24T07:00:00,completed,wave_5pp,1,14,735.5,40.0,2026-06-23T22:01:39.006214,538.3,0.48,0.88,2026-06-24T04:38:50.462865,141.2,40.0,0.0,0.92,,-2.0,30-60%,51.0,13,0,,,0
polymarket,0x1a1bbd40fd87a5c13b550cd9d3c0a112a2c59dadb811ab87f7d7fc4dbe2911a8,Thiago Seyboth Wild,Piracicaba: Thiago Seyboth Wild vs Juan Manuel La Serna,juan manuel la serna|thiago seyboth wild,2026-06-27T16:10:00,completed,wave_5pp,1,20,1080.1,39.0,2026-06-26T22:08:58.320199,1081.0,0.5,0.89,2026-06-26T23:21:35.470178,1008.4,22.5,0.0,0.96,,,30-60%,46.0,8,0,,,0
polymarket,0x4f5336404f6edaba52e7ba66a83950c5cce0e7ffe58b61e58f04bbe721382457,Daniel Michalski,Plovdiv: Daniel Michalski vs Jelle Sels,daniel michalski|jelle sels,2026-06-24T13:00:00,completed,wave_5pp,1,18,1130.3,39.0,2026-06-23T16:29:00.228561,1231.0,0.39,0.78,2026-06-24T04:38:50.462865,501.2,38.5,0.0,0.76,,,30-60%,46.0,8,0,,,0
polymarket,0x6ef8553293162e182ae41632c0549d46d646e8fecbe55983da41a2e8b254ffc0,Ashlyn Krueger,"Wimbledon, Qualification WTA: Ashlyn Krueger vs Polina Iatcenko",ashlyn krueger|polina iatcenko,2026-06-25T12:45:00,completed,wave_5pp,1,12,810.1,39.0,2026-06-24T22:42:30.900247,842.5,0.395,0.785,2026-06-25T12:04:57.458672,40.0,39.0,0.0,0.73,,,30-60%,40.0,6,0,,,0
polymarket,0x86d21fc02caa1c94d017d0406c3efb90a68e855b707a6afd640f27b595c6c11e,Max Alcala Gurri,Brasov: Max Alcala Gurri vs Sascha Gueymard-Wayenburg,max alcala gurri|sascha gueymard wayenburg,2026-06-29T14:20:00,completed,wave_5pp,1,32,1864.1,39.0,2026-06-28T12:07:16.599827,1572.7,0.365,0.755,2026-06-28T20:22:19.497773,1077.7,33.0,0.0,0.69,,-13.5,30-60%,40.0,24,0,,,0
polymarket,0x8c3229be45bb16b08a824181c04f710467f322ed8879e045c01a9a555dcf1914,Andrej Nedic,Targu Mures: Andrej Nedic vs Sebastian Gima,andrej nedic|sebastian gima,2026-06-24T15:15:00,completed,wave_5pp,1,13,927.3,39.0,2026-06-23T23:18:11.010958,956.8,0.415,0.805,2026-06-24T13:29:32.325327,105.5,39.0,0.0,0.77,,,30-60%,48.0,7,0,,,0
polymarket,0xc5b3c252f6017d7edc0a09a692510a804da1756c6ee84b63fb3bc0caa8825747,Camilla Zanolini,ITF Alkmaar: Camilla Zanolini vs Charlotte Narti,camilla zanolini|charlotte narti,2026-06-25T11:15:00,completed,wave_5pp,1,10,665.4,39.0,2026-06-24T22:38:18.778899,756.7,0.47,0.86,2026-06-24T23:47:12.719989,687.8,38.0,0.0,0.92,,,30-60%,30.0,5,0,,,0
polymarket,0xee45f8bf15f3578222d1bac193aae1e2bbd577ebc66a46c454819e50a359f833,Dimitris Azoidis,ITF Kayseri: Dimitris Azoidis vs Vladimir Osminkin,dimitris azoidis|vladimir osminkin,2026-06-25T08:00:00,completed,wave_5pp,1,8,447.0,39.0,2026-06-24T22:38:18.778899,561.7,0.475,0.865,2026-06-25T01:51:11.749907,368.8,37.0,0.0,0.93,,,30-60%,33.0,7,0,,,0
polymarket,0x3d587a681f6525aefafb2ba636a40273f9abae442b1a22afef37a4d676e3906a,Madelief Hageman,ITF Alkmaar: Madelief Hageman vs Monika Wojcik,madelief hageman|monika wojcik,2026-06-24T07:00:00,completed,wave_5pp,1,14,735.5,38.5,2026-06-23T16:29:00.228561,871.0,0.5,0.885,2026-06-24T04:38:50.462865,141.2,38.5,0.0,1.0,,,30-60%,30.0,9,0,,,0
polymarket,0xa087b0d7a9e092962a682604cf999597f60578e0daf63ec94dc1280cf4d218c0,Vladyslav Orlov,ITF Rzeszow: Vladyslav Orlov vs Stefan Seifert,stefan seifert|vladyslav orlov,2026-06-25T09:00:00,completed,wave_5pp,1,8,447.0,38.5,2026-06-24T22:42:30.900247,617.5,0.43,0.815,2026-06-25T01:51:11.749907,428.8,36.0,0.0,0.84,,,30-60%,33.0,6,0,,,0
polymarket,0x13531f68555ac7a30b46ecf952af904ac594d2f8fac8b5327a6e792857528f68,Constantin Bittoun Kouzmine,ITF Kayseri: Constantin Bittoun Kouzmine vs Birtan Duran,birtan duran|constantin bittoun kouzmine,2026-06-25T08:00:00,completed,wave_5pp,1,8,447.0,38.0,2026-06-24T22:38:18.778899,561.7,0.44,0.82,2026-06-25T01:51:11.749907,368.8,37.0,0.0,0.86,,,30-60%,27.0,8,0,,,0
polymarket,0xfe9d0037d1f2bd80d1202c1f75eb5660418fd8e7626394e3035c1df343eb8775,Katie Volynets,"Wimbledon, Qualification WTA: Katie Volynets vs Leolia Jeanjean",katie volynets|leolia jeanjean,2026-06-25T13:50:00,completed,wave_5pp,1,12,810.1,38.0,2026-06-24T22:38:18.778899,911.7,0.415,0.795,2026-06-24T23:47:12.719989,842.8,36.0,0.0,0.77,,,30-60%,27.0,6,0,,,0
polymarket,0x99753d76281a9ea33f15a44b26c93cdccf749c2c2ef40bb118428f3787e3263a,Constantin Bittoun Kouzmine,ITF Kayseri: Constantin Bittoun Kouzmine vs Bogdan Seleznev,bogdan seleznev|constantin bittoun kouzmine,2026-06-24T07:00:00,completed,wave_5pp,1,7,397.8,37.5,2026-06-23T22:06:45.196736,533.2,0.51,0.885,2026-06-23T23:18:11.010958,461.8,20.0,0.0,0.98,,,30-60%,22.0,2,0,,,0
polymarket,0xbaddc3afcd7924c0c1c828508f423c03d3dffa4becf016aee8df47eec4fcbd26,Meiqi Guo,ITF Maanshan: Meiqi Guo vs Xiran Lan,meiqi guo|xiran lan,2026-06-24T02:00:00,completed,wave_5pp,1,16,771.5,37.5,2026-06-23T13:59:15.628160,720.7,0.52,0.895,2026-06-24T00:14:06.919102,105.9,37.5,0.0,0.74,51.325235,,30-60%,46.0,6,0,,,0
polymarket,0xbf03fc30cdd66a6f5ddc2368457f00e921aa2db940b824abffa13a121c4c3fa8,Sara Saito,ITF Taipei: Sara Saito vs Erika Sema,erika sema|sara saito,2026-06-24T02:00:00,completed,wave_5pp,1,18,972.8,37.5,2026-06-23T08:06:51.050596,1073.1,0.405,0.78,2026-06-23T23:18:11.010958,161.8,37.5,0.0,0.75,9.668409,,30-60%,42.0,9,0,,,0
